name	university	text	link
Bachelor of Science in Materials Science and Engineering	Georgia Institute of Technology	The materials science and engineering undergraduate program offers a BS degree in Materials Science and Engineering with concentrations in Polymer and Fiber materials, Structural and Functional materials and Biomaterials. This versatile degree combines instruction in the fundamentals of ceramic, metallurgy, and polymer and fiber science and engineering with specialized knowledge and skills, including nano-, bio-, composite, electronic, and optical and magnetic materials. Freshmen and sophomores study basic chemistry, physics, mathematics, and engineering science and are introduced to the fundamental aspects of materials. Two English courses taken in the freshman year provide the foundation for further instruction in communications that is integrated throughout the curriculum. Juniors and seniors take courses in the engineering and science of materials including the details of materials processing, structure, and properties. The curriculum culminates in a two-course senior design sequence in which students work in teams to design a material, component, or process using previously learned skills and knowledge.	https://catalog.gatech.edu/programs/materials-science-bs/
Bachelor of Science in Mathematics	Georgia Institute of Technology	The School of Mathematics at Georgia Tech offers a Bachelor of Science degree in Mathematics. The B.S. in Mathematics degree provides a certification of extensive training in mathematics at one of the nation's leading scientific and technological universities. Holders of this degree are well qualified for a variety of careers in academia, business and industry, computer programming, data science, and education.  The program provides excellent preparation for graduate studies in mathematics and related fields.	https://catalog.gatech.edu/programs/mathematics-bs/
Bachelor of Science in Literature, Media, and Communication	Georgia Institute of Technology	The BS in Literature, Media, and Communication (formerly named Science, Technology, and Culture) is the oldest undergraduate degree program in the Ivan Allen College for the Liberal Arts at Georgia Tech. This program offers a thorough education in the different modes of representation that structure our increasingly technological and global world. Program graduates will have both significant theoretical and hands-on experience with novels, films, games, comic books, web pages, and scientific documents. By learning the modes of communication common to science, technology, and the humanities, LMC graduates are prepared to become leaders in education, business, professions such as medicine and law, and the arts.	https://catalog.gatech.edu/programs/literature-media-communication-bs/
Bachelor of Science in International Affairs and Modern Language	Georgia Institute of Technology	In partnership with the Sam Nunn School of International Affairs, the School of Modern Languages offers a joint Bachelor of Science in International Affairs and Modern Language (IAML) with separate concentrations in Chinese, French, German, Japanese, Korean, Russian, and Spanish. Students in this program take the same required core courses as for the Bachelor of Science in International Affairs, but also receive intensive foreign language training and learn the fundamentals of dealing with foreign cultures and societies. IAML students learn how to formulate the policy decisions that must be made in an increasingly multilingual and multicultural global forum. Our graduates are prepared for advanced graduate and professional study and are ready for employment in a large arena of globally oriented businesses, government agencies, as well as social service and not-for-profit organizations.	https://catalog.gatech.edu/programs/international-affairs-modern-language-bs/
Bachelor of Science in Industrial Engineering	Georgia Institute of Technology	The principal strength of the academic program leading to the Bachelor of Science in Industrial Engineering (BS IE) is its blend of mathematics, physical sciences and business applications. The methodology foundation is built on probability, optimization, statistics, computing, and economics.	https://catalog.gatech.edu/programs/industrial-engineering-bs/
Bachelor of Science in Industrial Design	Georgia Institute of Technology	Undergraduate education in industrial design at Georgia Tech leads to the Bachelor of Science Degree in Industrial Design that is accredited by the National Association of Schools of Art and Design (NASAD). The undergraduate program prepares students for a career in design practice as well as for graduate education in industrial design and in other related fields. The School of Industrial Design at Georgia Tech offers the only industrial design degree program in the University System of Georgia. Industrial design is the professional practice of creating products that enhance the function, usability, value, and appearance of products, services, systems, and experiences with the goal of benefiting the user, manufacturer, community, and the environment. Industrial design education prepares students to design systems and tangible artifacts including, consumer and recreational products, business and industrial products, medical and computer equipment, transportation and environments, as well as user experience and interfaces. Both generalist and specialist, industrial designers tend to be part artist, part entrepreneur, and part engineer.	https://catalog.gatech.edu/programs/industrial-design-bs/
Bachelor of Science in History, Technology, and Society	Georgia Institute of Technology	The bachelor's degree in History, Technology, and Society (BS-HTS) is comparable to traditional degrees in history and sociology, but has several attributes that make it unique and give our students an edge over other liberal arts majors. A degree in HTS requires broad-based training in humanities, mathematics, computing, science, and social sciences, giving our majors a truly rigorous and broad education. The program's focus on global issues related to the origin and impact of technology and science is also distinctive, providing students with the critical tools needed to understand the development of the modern world. Students earning a degree in HTS may participate in both the International Plan and the Research Option, which enhance the undergraduate experience. Finally, the HTS curriculum allows one of the largest numbers of free electives of any major at Georgia Tech, giving our students a chance to pursue minor degrees, certificates, and other interests that prepare them for the broadest possible range of careers, from government and politics to law and medicine to journalism and business.	https://catalog.gatech.edu/programs/history-technology-society-bs/
Bachelor of Science in Global Economics and Modern Languages	Georgia Institute of Technology	In partnership with the School of Modern Languages, the School of Economics offers a Bachelor of Science in Global Economics and Modern Languages with language concentrations in Chinese, French, German, Japanese, Korean, Russian, or Spanish. Global Economics and Modern Language graduates are especially attractive to employers with long-term interests outside the United States who demand employees prepared to successfully navigate the challenges and opportunities presented by global, economically interdependent, multilingual, and multicultural environments.  Through a variety of coursework and the opportunity to spend a semester abroad, students have in-depth knowledge not only of their own cultures but also have the capacity to function effectively in a second culture.  Coursework focuses on rigorous training in economics combined with extensive foreign language study. Students are expected to develop advanced communication skills and professional competency in the language of choice through courses and extracurricular opportunities that focus on current issues, classic literature, business applications, and cross-cultural perspectives.	https://catalog.gatech.edu/programs/global-economics-modern-languages-bs/
Bachelor of Science in Environmental Engineering	Georgia Institute of Technology	The School of Civil and Environmental Engineering (CEE) offers a BS degree in Environmental Engineering (BS EnvE). The curriculum is designed to provide students with fundamental knowledge of scientific disciplines and engineering principles that are used to address emerging environmental issues such as sustainable air, water, and land resources; human health; and environmental restoration. In the first and second years, students take courses in physics, chemistry, biology, mathematics, English composition, and introductory engineering. The third year incorporates advanced engineering topics, including solid and fluid mechanics, thermodynamics, and laboratories in engineering materials, hydraulic engineering, and environmental monitoring and process engineering. The fourth year is elective based, allowing students to select courses from specific focus areas, including biological processes, sustainability, air pollution, and water resources, in addition to technical and design electives. A senior-level capstone design course serves to integrate principles from a range of disciplines. The curriculum is intended to provide students with the flexibility to develop tailored sequences of electives to meet individual education and career objectives, while ensuring a comprehensive engineering design experience.	https://catalog.gatech.edu/programs/environmental-engineering-bs/
Bachelor of Science in Economics	Georgia Institute of Technology	The program of study provides a thorough grounding in science, the humanities, and mathematics as well as the tools of economic analysis and decision making. In addition, the curriculum provides ample opportunities for career-oriented studies in fields such as accounting, finance, management science, public policy, and international affairs. Life-enriching studies in history and literature are also available.	https://catalog.gatech.edu/programs/economics-bs/
Bachelor of Science in Earth and Atmospheric Sciences	Georgia Institute of Technology	The EAS degree is comparable to traditional degrees in meteorology and environmental sciences, but the program has several unique attributes. EAS courses provide "hands-on" experiences in collection and interpretation of environmental data and in predictive modeling. The integrated approach of the program gives a broad environmental background while still allowing students to specialize in meteorology, earth science, education, or a business option. The program prepares students for graduate study or immediate employment in fields such as meteorology, air quality, environmental chemistry, exploration geophysics, geological engineering, geological hazards, impact assessment, and environmental policy. Electives (30 hours), both within the School and in other units of Georgia Tech, allow students considerable flexibility in tailoring their degree programs according to individual career goals. The School provides incentives and encouragement for undergraduate students to participate in ongoing research with the faculty.	https://catalog.gatech.edu/programs/earth-atmospheric-science-bs/
Bachelor of Science in Computer Science	Georgia Institute of Technology	The undergraduate degree in computer science (CS) offered by the College of Computing provides a solid foundation of knowledge and skills for applying digital processes effectively to issues of broad interest in a global society. Our program is based on a unique concept, Threads™ , a significant College of Computing innovation in undergraduate CS education. The curriculum builds on a base of fundamentals in programming and computational theory to allow each student the opportunity to explore a variety of computing paths in depth. There are eight Threads, each providing a focused journey through a broad spectrum of course offerings at Georgia Tech in preparation for a distinctive future in a changing and interconnected world. Each student selects two Threads to fulfill the requirements for an accredited Bachelor of Science degree in computer science. It is at the intersection of the two paths that the unique synergistic value of this educational experience is realized. Graduates will leave the College of Computing fully aware of the limitless potential of their dynamic discipline and be able to adapt and continuously add value to society throughout their careers.	https://catalog.gatech.edu/programs/computer-science-bs/
Bachelor of Science in Computer Engineering	Georgia Institute of Technology	The School of Electrical and Computer Engineering offers two undergraduate degree programs: electrical engineering (EE) and computer engineering (CmpE). Both programs include elective hours, enabling students to individually tailor their programs to provide emphasis in a particular specialization or exposure to a broad range of subjects. Engineering analysis and design concepts are integrated throughout both programs, culminating in a common major design experience involving a broad range of issues including economic and societal considerations.	https://catalog.gatech.edu/programs/computer-engineering-bs/
Bachelor of Science in Computational Media	Georgia Institute of Technology	The Bachelor of Science in Computational Media is a collaborative effort by the College of Computing, the School of Literature, Media, and Communication (LMC), and the School of Music. The program offers a thorough education in all aspects of the computer as a medium: the technical, the historical-critical, and the applied. Program graduates will have both significant hands-on and theoretical knowledge of computing and an understanding of visual design and the history of media. Graduates will be uniquely positioned to plan, create, and critique new digital media forms for entertainment, education, and business communication.	https://catalog.gatech.edu/programs/computational-media-bs/
Bachelor of Science in Civil Engineering	Georgia Institute of Technology	The BS CE degree program is designed to offer depth in course material considered essential for all civil engineers, as well as flexibility in selecting elective courses that offer breadth of topic exposure. Civil engineers contribute to society in numerous ways; thus, the School's philosophy is to provide the student with a range of electives that meet student interests. Civil engineers must not only be technically proficient, but also must be effective in working with people and with professionals in other disciplines.	https://catalog.gatech.edu/programs/civil-engineering-bs/
Bachelor of Science in Chemical and Biomolecular Engineering	Georgia Institute of Technology	The curriculum offers two specialization options. The Biotechnology Option is for students who wish to focus their education on the biomolecular aspects of chemical and biomolecular engineering. This option includes the core chemical engineering courses, specialized biomolecular engineering courses, biochemistry, and engineering electives focused in the biotechnology area. The Standard Option provides the basics of biomolecular engineering but allows much more flexibility for the student to pursue other areas of chemical engineering. Special opportunities exist for students wishing to pursue minors or certificates in fields of particular interest, and students are encouraged to explore the frontiers of knowledge through involvement in faculty-directed research.	https://catalog.gatech.edu/programs/chemical-biomolecular-bs/
Bachelor of Science in Chemistry	Georgia Institute of Technology	The School of Chemistry and Biochemistry has a vibrant program of study leading to a Bachelor of Science in Chemistry. The flexibility of the curriculum allows students to study fundamental areas of chemistry while tailoring their degree with technical and free electives to produce a well-rounded experience in preparation for a variety of career opportunities. Students may pursue tailored tracks towards the BS in Chemistry, including those allowing specialization in: pre-health science, biochemistry, business,  and a polymers and materials option. There are also tremendous opportunities to gain valuable research experience in state-of-the-art laboratories. In addition to coursework requirements, students in the program often participate in a variety of experiential programs, including: undergraduate research, cooperative work, study abroad, summer internship, and serving as an undergraduate teaching assistant.	https://catalog.gatech.edu/programs/chemistry-bs/
Bachelor of Science in Business Administration	Georgia Institute of Technology	Students with a broad interest in business and management activities and operating problems would profit from the Bachelor of Science in Business Administration degree program. The program builds upon knowledge of the functional, environmental, behavioral, and legal aspects of business and provides analytical and conceptual tools for analyzing complicated problems. It prepares the student for business and managerial responsibilities and decision making. The large number of elective hours allows the student to tailor a program to their individual educational objectives	https://catalog.gatech.edu/programs/business-administration-bs/
Bachelor of Science in Building Construction	Georgia Institute of Technology	The Bachelor of Science in Building Construction (BSBC) gives students a complete view of the building life cycle, including design, construction and operation. Students learn technology-driven methods of construction management and critical leadership skills. The curriculum shows students how prefabrication, 3D printing, virtual and augmented reality, drones, and robotics can impact safety, profitability, and sustainability. It's the major for students who prefer the practical and tangible aspects of the built environment, incorporating perspectives of construction contractors, owners, and facility managers.	https://catalog.gatech.edu/programs/building-construction-bs/
Bachelor of Science in Biomedical Engineering	Georgia Institute of Technology	The true integration of the life sciences and engineering is essential in educating a substantial percentage of the next generation of biomedical engineers in order to benefit from the biological revolution and its applications to medicine. This degree program attracts outstanding students who wish to have that integration in their undergraduate education, so that they may be equipped with the tools to be leaders in this field in the 21st Century.	https://catalog.gatech.edu/programs/biomedical-engineering-bs/
Bachelor of Science in Biology	Georgia Institute of Technology	The undergraduate curriculum for the Bachelor of Science in Biology degree is designed to prepare students for employment in academia, government, or industry; for graduate studies in the biological sciences or science teaching; or for admission to medical, dental, or veterinary schools. The theme of the curriculum is systems biology, employing a systems approach in solving biological problems. All students participate in research through undergraduate research courses. The School also offers the International Plan, Business Option, a minor in biology, and several certificates.	https://catalog.gatech.edu/programs/biology-bs/
Bachelor of Science in Architecture	Georgia Institute of Technology	The Bachelor of Science in Architecture (B.S. Arch) offers a rigorous and distinguished architectural education profile for our students around technology in all areas – design, history, theory, and communication. It is defined by a knowledge of how to think about and apply technology in architecture. Our program offers flexibility in the design studio sequence to allow coordinated interdisciplinary work with other schools at Georgia Tech. We build our academic foundation on studio classes, history and theory, and a deliberate blend of technology and design. We offer incubator workshops to all our students, from Freshmen through Seniors, which allow them to follow their intellectual passions and hone in-demand skills. Our students graduate with a broad-based undergraduate education grounded in design, science, and technology.	https://catalog.gatech.edu/programs/architecture-bs/
Bachelor of Science in Applied Physics	Georgia Institute of Technology	Each of the baccalaureate programs contains the following: a) courses needed to meet general institutional degree requirements; b) a core of technical courses intended to give a strong background in mathematics and the physical principles of mechanics, electricity and magnetism, thermodynamics, and the quantum theory that governs physical phenomena at the microscopic level of molecules, atoms, and nuclei; c) technical electives that enable the student to explore areas of their choice in greater depth; d) courses involving undergraduate research, and e) free electives, about fifteen percent of the total hours, which may be employed to schedule additional technical or nontechnical courses.	https://catalog.gatech.edu/programs/applied-physics-bs/
Bachelor of Science in Applied Languages & Intercultural Studies	Georgia Institute of Technology	The School of Modern Languages offers a Bachelor of Science degree in Applied Languages and Intercultural Studies (ALIS) with separate language concentrations in Chinese, French, German, Japanese, Korean, Russian, and Spanish. The B.S. in Applied Languages and Intercultural Studies equips students with 21st-century foreign language study and expertise  that acknowledges a rapidly globalizing world. 	https://catalog.gatech.edu/programs/applied-language-intercultural-studies-bs/
Bachelor of Science in Aerospace Engineering	Georgia Institute of Technology	The first year focuses on coursework in the areas of chemistry, mathematics, physics, humanities, social sciences. The second year adds coursework in general engineering sciences and aerospace specific disciplines. The third and fourth years emphasize aerospace disciplines, vehicle systems integration and design, and Options courses that allow students to individualize their education.The undergraduate curriculum is designed to provide each student with a general background for employment in industry or government, or advanced study in graduate school at the end of four years. The program stresses the analytical, experimental, and design aspects of aerospace engineering. A certain degree of specialization is available to undergraduate students through the proper choice of Options and through a choice of air- or space-focused tracks. In addition, opportunities for undergraduate research and team competition courses are available, depending on the student's abilities and career objectives. Courses do not have to be taken during the specific semester indicated in the curriculum, but all prerequisites must be satisfied for each course. Advisement is encouraged before registration, with each student assigned a faculty advisor who remains the same for the full undergraduate program, unless the student requests a change. Students should consult with academic advisors for the availability of courses and recommended course sequences.	https://catalog.gatech.edu/programs/aerospace-engineering-bs/
